Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
627,26.60406876,627,128.493454,627,33.8275528,627,65.93673706,627,66.38110352,627,33.3498764,
626,26.96245384,626,128.2360687,626,33.81949615,626,65.94538879,626,66.38431549,626,33.36016083,
625,27.28027153,625,128.037674,625,33.8380127,625,65.93360901,625,66.37322235,625,33.36209106,
624,27.55494499,624,127.8798065,624,33.84354401,624,65.93657684,624,66.36637115,624,33.36154556,
623,27.7912178,623,127.7506027,623,33.85206223,623,65.92517853,623,66.35955048,623,33.36507416,
622,27.97685242,622,127.6756287,622,33.84801865,622,65.92502594,622,66.35418701,622,33.3739624,
621,28.11076927,621,127.6396484,621,33.85604477,621,65.92398071,621,66.35648346,621,33.37721252,
620,28.19058037,620,127.6717072,620,33.86271286,620,65.91809845,620,66.34392548,620,33.3811264,
619,28.21490097,619,127.7184601,619,33.87212753,619,65.90591431,619,66.35433197,619,33.39427567,
618,28.17606926,618,127.8591156,618,33.86617279,618,65.89547729,618,66.34313965,618,33.39622116,
617,28.0748806,617,128.0481567,617,33.88209534,617,65.89170837,617,66.33209229,617,33.39910507,
616,27.9197998,616,128.2933044,616,33.87768555,616,65.88085938,616,66.33060455,616,33.40512085,
615,27.69886208,615,128.5865479,615,33.89585495,615,65.87991333,615,66.32846832,615,33.41510391,
614,27.41189384,614,128.9309845,614,33.91101837,614,65.89215851,614,66.31919098,614,33.41903687,
613,27.08473587,613,129.3078613,613,33.90786743,613,65.87757111,613,66.32092285,613,33.42254639,
612,26.70523262,612,129.7388,612,33.91537476,612,65.85437012,612,66.31362152,612,33.42930984,
611,26.27654648,611,130.1908569,611,33.91504288,611,65.86883545,611,66.30799103,611,33.43810272,
610,25.81993675,610,130.6917267,610,33.9224205,610,65.87119293,610,66.29035187,610,33.44126129,
609,25.34079933,609,131.1617889,609,33.92962646,609,65.85493469,609,66.29893494,609,33.45153809,
608,24.84859467,608,131.6685791,608,33.94138336,608,65.82923889,608,66.28787231,608,33.45340347,
607,24.35645294,607,132.1522522,607,33.94588852,607,65.82616425,607,66.28347015,607,33.45630646,
606,23.87279892,606,132.5949249,606,33.94833374,606,65.84074402,606,66.27776337,606,33.46673965,
605,23.42272186,605,132.9964752,605,33.95808411,605,65.8371582,605,66.27436066,605,33.47127151,
604,23.00536728,604,133.3476563,604,33.95501328,604,65.83329773,604,66.27587891,604,33.47733307,
603,22.64967728,603,133.6436157,603,33.95794296,603,65.82543182,603,66.26184845,603,33.47862244,
602,22.35673332,602,133.8359985,602,33.97703934,602,65.81776428,602,66.26406097,602,33.48788071,
601,22.14632416,601,133.967453,601,33.98278046,601,65.82217407,601,66.24945068,601,33.49321365,
600,22.022295,600,133.9877777,600,33.96876144,600,65.80038452,600,66.24053955,600,33.50324249,
599,21.9952507,599,133.9221649,599,33.97953033,599,65.80176544,599,66.23779297,599,33.50320053,
598,22.07165527,598,133.736908,598,33.98637009,598,65.80245209,598,66.23691559,598,33.51197815,
597,22.25465012,597,133.4684448,597,34.00193787,597,65.77722168,597,66.22994995,597,33.52161026,
596,22.54721451,596,133.0871124,596,34.00593948,596,65.79011536,596,66.23230743,596,33.52580643,
595,22.95650673,595,132.6297455,595,34.01620102,595,65.78207397,595,66.21949005,595,33.52643967,
594,23.46030045,594,132.0604095,594,34.01699829,594,65.78585815,594,66.21910095,594,33.53619766,
593,24.08735085,593,131.4259491,593,34.0202713,593,65.78351593,593,66.20764923,593,33.53990555,
592,24.82330513,592,130.6894073,592,34.01690674,592,65.76235962,592,66.2046814,592,33.54384232,
591,25.62791443,591,129.891449,591,34.03556061,591,65.77228546,591,66.20253754,591,33.55080414,
590,26.52171516,590,129.0245056,590,34.0542717,590,65.77045441,590,66.19326782,590,33.55487442,
589,27.50320816,589,128.1082916,589,34.04809189,589,65.75802612,589,66.18501282,589,33.55860519,
588,28.53450203,588,127.1325226,588,34.0602417,588,65.75645447,588,66.17298126,588,33.56778336,
587,29.61588287,587,126.1254883,587,34.05102921,587,65.74310303,587,66.17495728,587,33.57855988,
586,30.72717857,586,125.0940475,586,34.06468201,586,65.72944641,586,66.17205811,586,33.58313751,
585,31.87208748,585,124.0519791,585,34.07369614,585,65.74545288,585,66.16517639,585,33.59049225,
584,33.04552078,584,123.0012741,584,34.07598114,584,65.7293396,584,66.15908051,584,33.59859085,
583,34.18776321,583,121.9520798,583,34.09221649,583,65.73618317,583,66.15837097,583,33.60142899,
582,35.35231781,582,120.9019318,582,34.090065,582,65.70671844,582,66.146698,582,33.6114006,
581,36.49137878,581,119.8701248,581,34.08699417,581,65.70603943,581,66.13450623,581,33.61526489,
580,37.60604095,580,118.8620605,580,34.09725571,580,65.69280243,580,66.1313858,580,33.62369537,
579,38.68540955,579,117.8627167,579,34.10634232,579,65.70269775,579,66.12106323,579,33.62950516,
578,39.74277496,578,116.9131317,578,34.10200119,578,65.69513702,578,66.11997223,578,33.63705444,
577,40.75299454,577,115.9907379,577,34.11849594,577,65.68062592,577,66.11895752,577,33.6483078,
576,41.72439194,576,115.1047592,576,34.13629532,576,65.68386078,576,66.10477448,576,33.64617538,
575,42.64596176,575,114.2567291,575,34.1344223,575,65.66537476,575,66.10095978,575,33.65447998,
574,43.54094696,574,113.4426117,574,34.15126801,574,65.66062927,574,66.10092163,574,33.65456009,
573,44.3828392,573,112.6505356,573,34.14968491,573,65.66926575,573,66.09099579,573,33.66390991,
572,45.18624115,572,111.899498,572,34.16004562,572,65.65858459,572,66.09056854,572,33.67451096,
571,45.95895767,571,111.1873474,571,34.16090775,571,65.64652252,571,66.07487488,571,33.68041229,
570,46.69064331,570,110.5019455,570,34.18200302,570,65.64356995,570,66.0777359,570,33.67883301,
569,47.36611176,569,109.8608246,569,34.19962311,569,65.65094757,569,66.06421661,569,33.69384766,
568,47.92179489,568,109.3475723,568,34.19329071,568,65.64013672,568,66.05480957,568,33.70013428,
567,48.34360886,567,108.9399338,567,34.2011261,567,65.63760376,567,66.05065155,567,33.70616913,
566,48.6439476,566,108.6403809,566,34.20472336,566,65.62652588,566,66.04639435,566,33.716259,
565,48.84649658,565,108.4385834,565,34.22052765,565,65.61065674,565,66.04202271,565,33.71756363,
564,48.95114136,564,108.3069,564,34.22567368,564,65.60883331,564,66.03585052,564,33.72723389,
563,49.00703049,563,108.2265396,563,34.22458649,563,65.59429932,563,66.02133179,563,33.72364044,
562,49.05050278,562,108.1266632,562,34.24126053,562,65.59765625,562,66.02086639,562,33.73844147,
561,49.0872612,561,108.047142,561,34.24428558,561,65.6028595,561,66.01493073,561,33.75216293,
560,49.12483215,560,107.9638977,560,34.25122452,560,65.59861755,560,66.00489044,560,33.74768066,
559,49.17462921,559,107.8649292,559,34.25723267,559,65.58139801,559,65.99700928,559,33.75712585,
558,49.2254982,558,107.7581177,558,34.27785492,558,65.56626892,558,66.00344086,558,33.76206589,
557,49.26460266,557,107.6570892,557,34.27584839,557,65.54959106,557,65.98401642,557,33.77207565,
556,49.29966736,556,107.5688477,556,34.28004837,556,65.5528717,556,65.9797821,556,33.77994537,
555,49.32755661,555,107.4820786,555,34.27556229,555,65.56135559,555,65.97198486,555,33.79323959,
554,49.34514999,554,107.3926239,554,34.29602814,554,65.54978943,554,65.96803284,554,33.79943466,
553,49.352211,553,107.3102341,553,34.30297852,553,65.54220581,553,65.97018433,553,33.81325531,
552,49.35341263,552,107.2475586,552,34.3181076,552,65.52354431,552,65.96305084,552,33.81232452,
551,49.34548569,551,107.1963043,551,34.32435989,551,65.50701141,551,65.94424438,551,33.81687546,
550,49.31484604,550,107.1294556,550,34.3211441,550,65.51874542,550,65.95219421,550,33.82133102,
549,49.27380371,549,107.1007462,549,34.34159851,549,65.5145874,549,65.92683411,549,33.83112335,
548,49.20296478,548,107.0959702,548,34.3247757,548,65.5078125,548,65.92062378,548,33.84436798,
547,49.02728271,547,107.1639099,547,34.35041428,547,65.50524139,547,65.92327118,547,33.86236954,
546,48.78900528,546,107.3292389,546,34.3517952,546,65.49152374,546,65.90938568,546,33.86183548,
545,48.49735641,545,107.5147476,545,34.37232208,545,65.48403931,545,65.90914154,545,33.86415482,
544,48.17658234,544,107.740799,544,34.36907196,544,65.45732117,544,65.89510345,544,33.86341095,
543,47.81564331,543,107.9716415,543,34.40487289,543,65.46053314,543,65.88716125,543,33.8717804,
542,47.49035263,542,108.1511612,542,34.39819717,542,65.4585495,542,65.89151764,542,33.88790131,
541,47.19281769,541,108.3201447,541,34.38534927,541,65.45586395,541,65.87306213,541,33.89426041,
540,46.92741394,540,108.449379,540,34.406147,540,65.45346069,540,65.86162567,540,33.90504456,
539,46.68774796,539,108.5561066,539,34.39645386,539,65.45970154,539,65.85047913,539,33.91591263,
538,46.47316742,538,108.6261902,538,34.41781998,538,65.44451904,538,65.85289001,538,33.92354202,
537,46.27297974,537,108.7079391,537,34.43416214,537,65.43515778,537,65.83320618,537,33.92627716,
536,46.08480072,536,108.7531357,536,34.43964386,536,65.40180206,536,65.83631897,536,33.9364357,
535,45.90257263,535,108.7943344,535,34.46255112,535,65.38586426,535,65.83586884,535,33.94048309,
534,45.73176575,534,108.8396072,534,34.47382736,534,65.37402344,534,65.8141098,534,33.94859695,
533,45.55706787,533,108.8631287,533,34.47303009,533,65.3731842,533,65.80955505,533,33.96068954,
532,45.38874054,532,108.89077,532,34.4831543,532,65.36248779,532,65.79773712,532,33.96840286,
531,45.22290039,531,108.9030304,531,34.48379135,531,65.36047363,531,65.78596497,531,33.97201157,
530,45.06529617,530,108.9271164,530,34.48009491,530,65.35526276,530,65.77629089,530,33.98763657,
529,44.90149307,529,108.9170456,529,34.49812698,529,65.35438538,529,65.77346039,529,34.00416946,
528,44.73941803,528,108.9134674,528,34.49431229,528,65.33931732,528,65.75985718,528,34.01220322,
527,44.57985687,527,108.9260101,527,34.49425507,527,65.37172699,527,65.73895264,527,34.02040482,
526,44.42142105,526,108.9356155,526,34.51182938,526,65.34999847,526,65.72819519,526,34.01997375,
525,44.26597214,525,108.9178772,525,34.51194,525,65.33989716,525,65.72418976,525,34.0370636,
524,44.10964584,524,108.9035263,524,34.52438736,524,65.32836914,524,65.71768188,524,34.04231644,
523,43.95747757,523,108.8892212,523,34.51639557,523,65.31168365,523,65.70044708,523,34.04827881,
522,43.79006577,522,108.8534698,522,34.54626465,522,65.31203461,522,65.70391846,522,34.06716537,
521,43.63778687,521,108.8483658,521,34.54213333,521,65.29564667,521,65.68830109,521,34.0676918,
520,43.47589874,520,108.8038483,520,34.56234741,520,65.2843399,520,65.69432068,520,34.08085251,
519,43.3256073,519,108.7855835,519,34.5700798,519,65.27152252,519,65.66621399,519,34.08683395,
518,43.16572571,518,108.7383041,518,34.58922958,518,65.27249908,518,65.67708588,518,34.09619141,
517,43.00091171,517,108.7085876,517,34.59698486,517,65.27627563,517,65.65856171,517,34.10831833,
516,42.84727478,516,108.6633682,516,34.61632538,516,65.24708557,516,65.65426636,516,34.11345291,
515,42.68457413,515,108.6160431,515,34.62144089,515,65.25204468,515,65.63734436,515,34.12587738,
514,42.5330658,514,108.5726776,514,34.61917877,514,65.23975372,514,65.63091278,514,34.14012909,
513,42.37017822,513,108.5191727,513,34.64144897,513,65.23492432,513,65.62373352,513,34.1485939,
512,42.21505356,512,108.4616165,512,34.63500595,512,65.22158051,512,65.61615753,512,34.1626091,
511,42.05265808,511,108.4058609,511,34.64295578,511,65.2385025,511,65.59693909,511,34.17108917,
510,41.89042664,510,108.3335724,510,34.68613052,510,65.21070099,510,65.59645081,510,34.18532562,
509,41.73649216,509,108.2739563,509,34.67408371,509,65.20098114,509,65.58447266,509,34.19091034,
508,41.57724762,508,108.1915741,508,34.70149612,508,65.18167114,508,65.58718872,508,34.19944382,
